date,price_usd
2024-12-09,624.7884774814395
2024-12-10,552.4453397369998
2024-12-11,515.4647119451336
2024-12-12,546.6772807647679
2024-12-13,539.3235631122019
2024-12-14,540.2756410973412
2024-12-15,533.9418463014371
2024-12-16,548.8401013728518
2024-12-17,538.6307220699447
2024-12-18,528.7704603463592
2024-12-19,480.7536606386534
2024-12-20,441.2777700675267
2024-12-21,449.02090120350795
2024-12-22,455.0350496842213
2024-12-23,444.8286482586569
2024-12-24,460.1080334388127
2024-12-25,470.9874261886745
2024-12-26,465.01100533899967
2024-12-27,437.2629418552216
2024-12-28,439.85605689106205
2024-12-29,451.13694824420577
2024-12-30,438.7490912516085
2024-12-31,443.1485377063767
2025-01-01,434.2701884404806
2025-01-02,448.97573475899947
2025-01-03,461.14065430146036
2025-01-04,472.6719774125741
2025-01-05,478.78097989538054
2025-01-06,470.96129765529713
2025-01-07,482.59565051234574
2025-01-08,437.92565097768613
2025-01-09,434.2063224130877
2025-01-10,421.39163706407896
2025-01-11,449.804068448705
2025-01-12,440.7940863514382
2025-01-13,447.5025321219475
2025-01-14,428.30577601061225
2025-01-15,438.3351346937531
2025-01-16,461.3750515265172
2025-01-17,461.9593603117923
2025-01-18,489.63849527926
2025-01-19,466.1448874664627
2025-01-20,428.8395596785167
2025-01-21,429.91169597848335
2025-01-22,447.10709807352987
2025-01-23,434.2646818934203
2025-01-24,437.2972578518921
2025-01-25,431.417123398546
2025-01-26,445.5684864578928
2025-01-27,424.97421487176973
2025-01-28,426.66705055614426
2025-01-29,410.2762981369275
2025-01-30,415.34346116540627
2025-01-31,434.73672407292634
2025-02-01,424.1192343098708
2025-02-02,404.1463804445375
2025-02-03,358.3425205749593
2025-02-04,352.8300293583465
2025-02-05,330.736544231964
2025-02-06,327.8712900247892
2025-02-07,315.7618063561651
2025-02-08,318.45219357442795
2025-02-09,323.4264357565817
2025-02-10,325.01463501444056
2025-02-11,328.80540048364907
2025-02-12,331.2751482470926
2025-02-13,343.0916848229476
2025-02-14,335.2095230967969
2025-02-15,341.5802110633703
2025-02-16,332.7590414408658
2025-02-17,326.31353843744057
2025-02-18,323.4640252369878
2025-02-19,316.0379110582406
2025-02-20,322.3866883528386
2025-02-21,326.0565331895106
2025-02-22,313.800182535461
2025-02-23,320.981632489109
2025-02-24,328.3286199954906
2025-02-25,290.0927380965968
2025-02-26,291.8231047395614
2025-02-27,293.76260955968456
2025-02-28,296.74582568773127
2025-03-01,316.13564385690637
2025-03-02,311.2731096096042
2025-03-03,334.04074918109114
2025-03-04,320.648505924241
2025-03-05,320.18109580327297
2025-03-06,392.47051746504735
2025-03-07,394.6833222493693
2025-03-08,389.1809790691749
2025-03-09,385.4550578243456
2025-03-10,358.06969871088506
2025-03-11,332.24395834600807
2025-03-12,340.3125192414175
2025-03-13,353.97376437690934
2025-03-14,326.29720088100254
2025-03-15,330.0854725964997
2025-03-16,342.97297879566764
2025-03-17,333.31296641210093
2025-03-18,337.4067607606694
2025-03-19,335.1898482476413
2025-03-20,346.0705062735181
2025-03-21,333.40364951079056
2025-03-22,323.2974474051455
2025-03-23,321.83738453794956
2025-03-24,325.0813868815772
2025-03-25,332.0727357212391
2025-03-26,335.90534944371126
2025-03-27,334.33346500761206
2025-03-28,324.8420181038382
2025-03-29,307.5762894821343
2025-03-30,303.13384406529434
2025-03-31,298.8343510139214
2025-04-01,303.06682330223293
2025-04-02,308.6772266299423
2025-04-03,294.3788098353038
2025-04-04,300.7416806891378
2025-04-05,301.21576343731925
2025-04-06,303.98169728567103
2025-04-07,271.7265921528675
2025-04-08,275.27407284119755
2025-04-09,268.92150974970974
2025-04-10,303.3240881710938
2025-04-11,290.7798275568852
2025-04-12,312.77029572102015
2025-04-13,344.9752781069082
2025-04-14,342.44950854483466
2025-04-15,323.8690034416806
2025-04-16,319.17887148168893
2025-04-17,322.5227448770184
2025-04-18,333.21182699390033
2025-04-19,335.1654059327376
2025-04-20,335.37294906884375
2025-04-21,335.8655037472838
2025-04-22,344.62970653851306
2025-04-23,362.9804627612734
2025-04-24,357.78342402864786
2025-04-25,356.4521334222775
2025-04-26,373.5968330433883
2025-04-27,356.163713653176
2025-04-28,345.96084860124944
2025-04-29,364.1705168698856
2025-04-30,363.5311017423881
2025-05-01,366.11106195826716
2025-05-02,361.145046826365
2025-05-03,382.6912507842358
2025-05-04,363.2384692154193
2025-05-05,356.15974634333674
2025-05-06,353.4761496796045
2025-05-07,372.525804439288
2025-05-08,382.9331380973495
2025-05-09,421.6691220214447
2025-05-10,410.18906971819086
2025-05-11,430.3526133222962
2025-05-12,408.074132318763
2025-05-13,410.8509563543342
2025-05-14,410.93249543995387
2025-05-15,402.3187095782302
2025-05-16,395.147052658031
2025-05-17,396.9269306265081
2025-05-18,391.70343132842356
2025-05-19,404.98022424803315
2025-05-20,392.958785758377
2025-05-21,394.0727269675585
2025-05-22,407.4737439062508
2025-05-23,444.7211455019655
2025-05-24,428.0114863566072
2025-05-25,421.59630728578264
2025-05-26,422.59155151934084
2025-05-27,415.2196964287054
2025-05-28,414.3462776676478
2025-05-29,418.7533342938264
2025-05-30,409.8318641971201
2025-05-31,400.1214035481963
2025-06-01,414.51115852392627
2025-06-02,404.42738159608535
2025-06-03,403.9915588129065
2025-06-04,401.8593331665045
2025-06-05,401.2186222948063
2025-06-06,385.6899538900041
2025-06-07,396.4335071464471
2025-06-08,409.50334571100376
2025-06-09,411.59672804416897
2025-06-10,425.7909464157096
2025-06-11,437.9358751195901
2025-06-12,428.93732515971624
2025-06-13,425.5485634820775
2025-06-14,448.2264122268355
2025-06-15,430.6248204287292
2025-06-16,461.45359424492693
2025-06-17,467.23820952952224
2025-06-18,464.5833430321324
2025-06-19,459.0339907863675
2025-06-20,499.1617157947558
2025-06-21,473.6195453534852
2025-06-22,463.5455502680976
2025-06-23,454.83723007397106
2025-06-24,463.4245385700187
2025-06-25,453.6837978606945
2025-06-26,481.4931259233945
2025-06-27,488.55286687688806
2025-06-28,505.0910439916201
2025-06-29,492.25049969835175
2025-06-30,503.9192362209158
2025-07-01,505.90478104464853
2025-07-02,500.1632994632225
2025-07-03,509.75681716830434
2025-07-04,496.8093311302911
2025-07-05,484.45257934680205
2025-07-06,489.4933249662759
2025-07-07,492.13822681327525
2025-07-08,495.98245878684406
2025-07-09,501.3712243829043
2025-07-10,515.3875413353918
2025-07-11,518.154485087514
2025-07-12,531.8485773728357
2025-07-13,506.552409288209
2025-07-14,507.6173993721144
2025-07-15,504.8833973338786
2025-07-16,497.34989080219316
2025-07-17,499.30457568677446
2025-07-18,501.3753940870302
2025-07-19,514.3127715845742
2025-07-20,513.565616609649
2025-07-21,548.0588472468426
2025-07-22,523.4120220879868
2025-07-23,526.0055559737448
2025-07-24,512.1766066244938
2025-07-25,511.95650492933584
2025-07-26,556.9732921177886
2025-07-27,560.2234892664839
2025-07-28,590.1073775812321
2025-07-29,570.3837931527934
2025-07-30,563.4696502039908
2025-07-31,590.8993302120087
2025-08-01,562.0178234848709
2025-08-02,535.2332691029555
2025-08-03,520.1946601786307
2025-08-04,544.3666370803008
2025-08-05,574.3688280436435
2025-08-06,551.4149884304436
2025-08-07,571.0469231908577
2025-08-08,582.3164684447577
2025-08-09,586.5635137961702
2025-08-10,568.4054651222384
2025-08-11,570.8544465214692
2025-08-12,579.2476423891578
2025-08-13,618.7474513030985
2025-08-14,616.9868972328236
2025-08-15,594.3128245336318
2025-08-16,592.4562078037472
2025-08-17,587.7868357205849
2025-08-18,583.2812262520596
2025-08-19,569.4439980070376
2025-08-20,548.086046933677
2025-08-21,560.4155707234017
2025-08-22,553.7758183859783
2025-08-23,599.9369342417166
2025-08-24,591.011882723275
2025-08-25,584.3691903621187
2025-08-26,544.6210774693704
2025-08-27,550.7400916500146
2025-08-28,550.0996676608872
2025-08-29,557.6185816431458
2025-08-30,531.5496862272167
2025-08-31,553.4503348394701
2025-09-01,544.7993674230516
2025-09-02,544.2627402904709
2025-09-03,584.5826192288124
2025-09-04,602.9625550217629
2025-09-05,586.7346963937669
2025-09-06,606.8621527060757
2025-09-07,595.2667329961525
2025-09-08,603.262291506638
2025-09-09,588.2240984107035
2025-09-10,580.4313453161567
2025-09-11,580.4640664516942
2025-09-12,595.9926018497777
2025-09-13,599.1186422924313
2025-09-14,598.4925508805045
2025-09-15,601.1006314234028
2025-09-16,593.6100749155524
2025-09-17,598.7803798321473
2025-09-18,617.9285500033538
2025-09-19,624.3524738541199
2025-09-20,600.5335560677605
2025-09-21,594.9174746146807
2025-09-22,594.1785913625355
2025-09-23,567.859266446465
2025-09-24,557.274455221276
2025-09-25,556.1274520887084
2025-09-26,536.0593554535681
2025-09-27,548.4206187442672
2025-09-28,544.1952949156362
2025-09-29,556.1971857142039
2025-09-30,561.1453561829459
2025-10-01,559.905509544359
2025-10-02,592.8567789807958
2025-10-03,595.0200551451378
2025-10-04,609.5403891425645
2025-10-05,590.5512841589833
2025-10-06,594.1160535775364
2025-10-07,599.6021319955806
2025-10-08,576.8400282344555
2025-10-09,583.2274868991292
2025-10-10,580.2146392831987
2025-10-11,520.2509141881071
2025-10-12,500.51401620388793
