date,price_usd
2024-12-09,1.324917795987569
2024-12-10,1.0591767160187264
2024-12-11,1.0393366212083508
2024-12-12,1.092465512088851
2024-12-13,1.096697665328931
2024-12-14,1.1039391489749553
2024-12-15,1.0413375343994802
2024-12-16,1.0827775217359763
2024-12-17,1.0381272478231647
2024-12-18,1.0263447834879798
2024-12-19,0.9015191543207232
2024-12-20,0.8230914577440533
2024-12-21,0.840967391925704
2024-12-22,0.78947133841813
2024-12-23,0.7835854756584584
2024-12-24,0.8431343676629774
2024-12-25,0.8728323818983726
2024-12-26,0.8434399976405764
2024-12-27,0.7811096526020573
2024-12-28,0.7811790312389054
2024-12-29,0.8066729591224565
2024-12-30,0.7769968223362931
2024-12-31,0.7732035690042295
2025-01-01,0.7742623061920636
2025-01-02,0.8083342329784678
2025-01-03,0.8207681745382375
2025-01-04,0.9248617907189917
2025-01-05,0.9019073236303723
2025-01-06,0.9018080462744698
2025-01-07,0.9166081091743772
2025-01-08,0.8220960124170209
2025-01-09,0.7953389293811197
2025-01-10,0.7809846925607652
2025-01-11,0.7983658249759787
2025-01-12,0.8050191048230101
2025-01-13,0.7874318170831034
2025-01-14,0.7663576334380847
2025-01-15,0.7953479641610945
2025-01-16,0.8723431992948644
2025-01-17,0.9270486261492364
2025-01-18,0.98962776253611
2025-01-19,0.9268941304529251
2025-01-20,0.8142955586512308
2025-01-21,0.8196195863732199
2025-01-22,0.8474600428108199
2025-01-23,0.8061550480205718
2025-01-24,0.798996958602622
2025-01-25,0.7939832411452331
2025-01-26,0.8055658597790215
2025-01-27,0.7739016409127786
2025-01-28,0.7595590079394482
2025-01-29,0.724175990676898
2025-01-30,0.7357465967816882
2025-01-31,0.7670948484157175
2025-02-01,0.7871510394577395
2025-02-02,0.7419168464142378
2025-02-03,0.63846233277826
2025-02-04,0.6437963761037119
2025-02-05,0.6159081496543025
2025-02-06,0.5997873993606403
2025-02-07,0.575459551638465
2025-02-08,0.5841350516462235
2025-02-09,0.6062418721349252
2025-02-10,0.6028641102055775
2025-02-11,0.6383867916838211
2025-02-12,0.6235991649608177
2025-02-13,0.6606202360730598
2025-02-14,0.6442855416248104
2025-02-15,0.6662293462314507
2025-02-16,0.6461225723339883
2025-02-17,0.6290544801652463
2025-02-18,0.6359817059770939
2025-02-19,0.6136691046964456
2025-02-20,0.6321602486041072
2025-02-21,0.6430371770840915
2025-02-22,0.620550251016589
2025-02-23,0.6434308211196528
2025-02-24,0.6439386038896665
2025-02-25,0.5651048641178575
2025-02-26,0.56421359202621
2025-02-27,0.5539941425586267
2025-02-28,0.5613039570526314
2025-03-01,0.5620500148135001
2025-03-02,0.562223842561478
2025-03-03,0.639589740306592
2025-03-04,0.5516472608823766
2025-03-05,0.5351812027366988
2025-03-06,0.5546996376527886
2025-03-07,0.5426057317199504
2025-03-08,0.5457713539430329
2025-03-09,0.5352984680353496
2025-03-10,0.4814702948470909
2025-03-11,0.46109111984198686
2025-03-12,0.48529548448730425
2025-03-13,0.4974875912902851
2025-03-14,0.4961957795696909
2025-03-15,0.5028927554172032
2025-03-16,0.5043354312147627
2025-03-17,0.47639185360169656
2025-03-18,0.5001398191377503
2025-03-19,0.5730896066527605
2025-03-20,0.5779957728471183
2025-03-21,0.5558684734997735
2025-03-22,0.5498512109443028
2025-03-23,0.549913590222291
2025-03-24,0.5613139020118089
2025-03-25,0.5707187815893272
2025-03-26,0.5720327335305455
2025-03-27,0.5803207017120133
2025-03-28,0.5812894160466127
2025-03-29,0.571739890460545
2025-03-30,0.5449300592846312
2025-03-31,0.5923785319507117
2025-04-01,0.6170154566161076
2025-04-02,0.6895883878878765
2025-04-03,0.7993615060070007
2025-04-04,0.8560221460079654
2025-04-05,0.7845741219144298
2025-04-06,0.752013484797807
2025-04-07,0.7195151623269608
2025-04-08,0.7674805087671975
2025-04-09,0.6694477649914263
2025-04-10,0.7064822747765908
2025-04-11,0.6189546353038535
2025-04-12,0.6169475501884716
2025-04-13,0.7045114283514351
2025-04-14,0.6093919747906901
2025-04-15,0.611429422919491
2025-04-16,0.588230711722195
2025-04-17,0.5972203893185871
2025-04-18,0.6245644085009658
2025-04-19,0.6221107493752408
2025-04-20,0.6380071091861423
2025-04-21,0.6551656455876151
2025-04-22,0.6294743922755051
2025-04-23,0.6673356090511546
2025-04-24,0.6822856255497584
2025-04-25,0.6825147633276869
2025-04-26,0.6836955361149406
2025-04-27,0.6813057445716859
2025-04-28,0.6686949475118013
2025-04-29,0.6904630891784959
2025-04-30,0.6826660586219809
2025-05-01,0.6729144055120149
2025-05-02,0.7019711692517097
2025-05-03,0.7214711861128263
2025-05-04,0.727330159359552
2025-05-05,0.6931801540290766
2025-05-06,0.7035904627502563
2025-05-07,0.688549546736972
2025-05-08,0.8192014203673189
2025-05-09,0.8543083934991064
2025-05-10,0.8543609201122125
2025-05-11,0.9395266838314628
2025-05-12,0.9245496143943667
2025-05-13,0.8823208226911448
2025-05-14,0.8869995143739987
2025-05-15,0.797447073861073
2025-05-16,0.7826144259018037
2025-05-17,0.841153331478595
2025-05-18,0.8057358661816926
2025-05-19,0.8144273976720647
2025-05-20,0.7764871628963887
2025-05-21,0.7867772765078549
2025-05-22,0.7609452652317412
2025-05-23,0.7656672833711441
2025-05-24,0.7309654459009669
2025-05-25,0.7300431338624305
2025-05-26,0.7680466632139775
2025-05-27,0.7800210375641394
2025-05-28,0.773198714990635
2025-05-29,0.7533598618911534
2025-05-30,0.7251096629930295
2025-05-31,0.6429301266499273
2025-06-01,0.6362317507569977
2025-06-02,0.6550442929617802
2025-06-03,0.655621677969721
2025-06-04,0.6514856573037603
2025-06-05,0.6399462961246268
2025-06-06,0.5825742530312407
2025-06-07,0.583804518787016
2025-06-08,0.5892894224133464
2025-06-09,0.579485359664836
2025-06-10,0.5960497778937687
2025-06-11,0.6006115856163544
2025-06-12,0.6331001419122441
2025-06-13,0.5800807660614384
2025-06-14,0.5391023504937456
2025-06-15,0.5319189937382298
2025-06-16,0.5279568989344057
2025-06-17,0.5310780066888247
2025-06-18,0.5050842874278156
2025-06-19,0.5118436087966328
2025-06-20,0.5105190816770512
2025-06-21,0.49983241102376064
2025-06-22,0.46858721906613693
2025-06-23,0.47755960399646347
2025-06-24,0.5127490107368354
2025-06-25,0.5088579593851563
2025-06-26,0.5072757783097551
2025-06-27,0.49527275815257715
2025-06-28,0.4944304540469458
2025-06-29,0.4997019447478805
2025-06-30,0.5107080791867402
2025-07-01,0.49398703159035695
2025-07-02,0.47545302306757475
2025-07-03,0.4962211945644952
2025-07-04,0.4979373669467905
2025-07-05,0.4796700139350194
2025-07-06,0.4796330997469717
2025-07-07,0.48306991595508453
2025-07-08,0.4877984169600007
2025-07-09,0.5018138929043949
2025-07-10,0.5232246581847172
2025-07-11,0.541594598056989
2025-07-12,0.5380720777721948
2025-07-13,0.5291284755158284
2025-07-14,0.5485672763179681
2025-07-15,0.5486113906071516
2025-07-16,0.554700147266395
2025-07-17,0.5569551307589165
2025-07-18,0.5719405061035318
2025-07-19,0.5898161950337955
2025-07-20,0.6067855073574784
2025-07-21,0.6255340564487613
2025-07-22,0.6063901247901581
2025-07-23,0.6008670741045445
2025-07-24,0.6065158966858233
2025-07-25,0.5746213375762105
2025-07-26,0.5753165345816824
2025-07-27,0.5739533926866721
2025-07-28,0.5813380568351876
2025-07-29,0.5446534684859207
2025-07-30,0.543272114030249
2025-07-31,0.5343048816531646
2025-08-01,0.5118827329974383
2025-08-02,0.5004162105599201
2025-08-03,0.4858840841952987
2025-08-04,0.49662918571795617
2025-08-05,0.5122264825661663
2025-08-06,0.502009741381093
2025-08-07,0.5068504922862336
2025-08-08,0.5297805532923597
2025-08-09,0.5293777992452209
2025-08-10,0.541009922237111
2025-08-11,0.5350364941341923
2025-08-12,0.5256701505288891
2025-08-13,0.5489785104894424
2025-08-14,0.5706620768115653
2025-08-15,0.5179022589223048
2025-08-16,0.504586727111974
2025-08-17,0.511414159907071
2025-08-18,0.5123114366177934
2025-08-19,0.4963537671903475
2025-08-20,0.48306179831692486
2025-08-21,0.5004162330650955
2025-08-22,0.48823374011881615
2025-08-23,0.5179518790911527
2025-08-24,0.512958574301095
2025-08-25,0.5081870815278178
2025-08-26,0.4805632411892561
2025-08-27,0.4921815852935308
2025-08-28,0.4982395303053068
2025-08-29,0.5095585576465627
2025-08-30,0.4899645941431394
2025-08-31,0.49389464962207075
2025-09-01,0.48587667662591033
2025-09-02,0.47869492349200266
2025-09-03,0.48628694075696444
2025-09-04,0.4852898948944806
2025-09-05,0.4540866801464911
2025-09-06,0.46858541059767317
2025-09-07,0.46435306112857455
2025-09-08,0.4683260834932636
2025-09-09,0.47197493298132653
2025-09-10,0.46497040616730434
2025-09-11,0.46727478001962436
2025-09-12,0.4696276183146811
2025-09-13,0.48888688527899704
2025-09-14,0.492333706383867
2025-09-15,0.4827266366518464
2025-09-16,0.47134577010960305
2025-09-17,0.4762619401722632
2025-09-18,0.481098994611999
2025-09-19,0.48459664989591716
2025-09-20,0.4693673137976481
2025-09-21,0.47011427033341613
2025-09-22,0.4643853889617984
2025-09-23,0.42659473650837304
2025-09-24,0.4228403612569234
2025-09-25,0.4206246103502296
2025-09-26,0.39764955655198325
2025-09-27,0.4098344728833333
2025-09-28,0.4048352464869834
2025-09-29,0.4164111837048546
2025-09-30,0.4035988196411901
2025-10-01,0.39291083450571607
2025-10-02,0.40878228285994134
2025-10-03,0.4164626524967426
2025-10-04,0.41424584742835846
2025-10-05,0.4030856768232605
2025-10-06,0.40233389071387626
