date,price_usd
2024-12-09,2.6181421664576834
2024-12-10,2.2158470487122726
2024-12-11,2.353484807585262
2024-12-12,2.4008764282936887
2024-12-13,2.342883102571944
2024-12-14,2.420254114567228
2024-12-15,2.3977637797048517
2024-12-16,2.4558394900030756
2024-12-17,2.4936338652184777
2024-12-18,2.5561912510090092
2024-12-19,2.2976668809594236
2024-12-20,2.255279457563669
2024-12-21,2.273996883525255
2024-12-22,2.236596962769888
2024-12-23,2.1983060900755347
2024-12-24,2.2548840492056637
2024-12-25,2.3273593261078007
2024-12-26,2.2971897897775637
2024-12-27,2.154071423410433
2024-12-28,2.14158677198617
2024-12-29,2.180869510101245
2024-12-30,2.095671915727654
2024-12-31,2.056730467743344
2025-01-01,2.079333460354608
2025-01-02,2.315149796797427
2025-01-03,2.40463192614464
2025-01-04,2.4548598712183725
2025-01-05,2.4239342995923985
2025-01-06,2.403897929295378
2025-01-07,2.4191703139906173
2025-01-08,2.277173382256464
2025-01-09,2.3749601881392275
2025-01-10,2.2766790697699415
2025-01-11,2.34255697398572
2025-01-12,2.5750017025465097
2025-01-13,2.506265236852104
2025-01-14,2.521790688596697
2025-01-15,2.665683799958985
2025-01-16,3.1717669545860816
2025-01-17,3.2435591355149156
2025-01-18,3.3071606262102122
2025-01-19,3.2791397325625398
2025-01-20,2.9594983276278826
2025-01-21,3.0942466604471988
2025-01-22,3.17189708695212
2025-01-23,3.165211637985352
2025-01-24,3.1221750787983638
2025-01-25,3.1030936929352904
2025-01-26,3.1112088914665423
2025-01-27,3.0173114670832017
2025-01-28,3.050802421938607
2025-01-29,3.0611147556516607
2025-01-30,3.0691756838533526
2025-01-31,3.1319365812312867
2025-02-01,3.0378089439522897
2025-02-02,2.8808649918084224
2025-02-03,2.5701343337873217
2025-02-04,2.692671869551836
2025-02-05,2.5396358959727894
2025-02-06,2.382739358632423
2025-02-07,2.3220918869431886
2025-02-08,2.392435922501591
2025-02-09,2.4256391631678023
2025-02-10,2.3984218500627317
2025-02-11,2.4205102148292257
2025-02-12,2.415999707081464
2025-02-13,2.471858085297504
2025-02-14,2.5469915483007073
2025-02-15,2.7396888464817004
2025-02-16,2.761982091436805
2025-02-17,2.7251894289423855
2025-02-18,2.657177556541445
